nazwa_leku,substancja_czynna,postac_leku,dawka_leku,zawartosc_opakowania,identyfikator_leku,lp
Alneta,Amlodipinum, tabl., 5 mg,60 szt.,05909991067991,215
Alneta,Amlodipinum, tabl., 10 mg,30 szt.,05909991068073,216
Alneta,Amlodipinum, tabl., 10 mg,60 szt.,05909991068097,217
Alortia,Losartanum kalicum + Amlodipinum, tabl. powl., 50+5 mg,30 szt.,05909991105655,218
Alortia,Losartanum kalicum + Amlodipinum, tabl. powl., 50+5 mg,60 szt.,05909991105679,219
Alortia,Losartanum kalicum + Amlodipinum, tabl. powl., 50+5 mg,90 szt.,05909991105693,220
Alortia,Losartanum kalicum + Amlodipinum, tabl. powl., 50+10 mg,30 szt.,05909991105723,221
Alortia,Losartanum kalicum + Amlodipinum, tabl. powl., 50+10 mg,60 szt.,05909991105747,222
Alortia,Losartanum kalicum + Amlodipinum, tabl. powl., 50+10 mg,90 szt.,05909991105761,223
Alortia,Losartanum kalicum + Amlodipinum, tabl. powl., 100+5 mg,30 szt.,05909991105785,224
Alortia,Losartanum kalicum + Amlodipinum, tabl. powl., 100+10 mg,30 szt.,05909991105853,225
Alphagan,Brimonidini tartras, krople do oczu; roztwór, 2 mg/ml,5 ml,05909990865024,226
Alprolix,Eftrenonacogum alpha, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 250 IU,1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441659,227
Alprolix,Eftrenonacogum alpha, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 500 IU,1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441666,228
Alprolix,Eftrenonacogum alpha, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 1000 IU,1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441673,229
Alprolix,Eftrenonacogum alpha, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 2000 IU,1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441680,230
Alprolix,Eftrenonacogum alpha, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 3000 IU,1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441697,231
Alunbrig,Brigatinib, tabl. powl., 180 mg,28 szt.,07038319119956,232
Alunbrig,Brigatinib, tabl. powl., 90 mg,28 szt.,07038319119963,233
Alunbrig,Brigatinibum, tabl. powl., 30 mg,28 szt.,07038319119970,234
Alunbrig,Brigatinibum, tabl. powl., 90+180 mg,28 szt. (7 tabl. 90 mg + 21 tabl. 180 mg),07038319119987,235
Alventa,Venlafaxinum, kaps. o przed³u¿onym uwalnianiu; twarde, 75 mg,28 szt.,05909990047895,236
Alventa,Venlafaxinum, kaps. o przed³u¿onym uwalnianiu; twarde, 37.5 mg,28 szt.,05909990047901,237
Alventa,Venlafaxinum, kaps. o przed³u¿onym uwalnianiu; twarde, 150 mg,28 szt.,05909990047956,238
Alventa,Venlafaxinum, kaps. o przed³u¿onym uwalnianiu, 75 mg,60 szt.,05909991197728,239
Alventa,Venlafaxinum, kaps. o przed³u¿onym uwalnianiu, 150 mg,60 szt.,05909991197735,240
Alventa,Venlafaxinum, kaps. o przed³u¿onym uwalnianiu; twarde, 150 mg,30 szt.,05909991383886,241
Alventa,Venlafaxinum, kaps. o przed³u¿onym uwalnianiu; twarde, 75 mg,30 szt.,05909991383978,242
Alventa,Venlafaxinum, kaps. o przed³u¿onym uwalnianiu; twarde, 75 mg,30 szt.,05909991394318,243
Alventa,Venlafaxinum, kaps. o przed³u¿onym uwalnianiu; twarde, 150 mg,30 szt.,05909991394400,244
Alvesco 160,Ciclesonidum, aerozol inhalacyjny; roztwór, 160 µg,1 poj. 120 daw.,05909990212064,245
Alvesco 160,Ciclesonidum, aerozol inhalacyjny; roztwór, 160 µg,1 poj. 60 daw.,05909990218530,246
Alvesco 80,Ciclesonidum, aerozol inhalacyjny; roztwór, 80 µg,1 poj. 120 daw.,05909990212057,247
Alvesco 80,Ciclesonidum, aerozol inhalacyjny; roztwór, 80 µg,1 poj. 60 daw.,05909990218523,248
Alymsys,Bevacizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiol.a 4 ml,08436596260030,249
Alymsys,Bevacizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiol.a 16 ml,08436596260047,250
Amaryl 1,Glimepiridum, tabl., 1 mg,30 szt.,05909990744817,251
Amaryl 2,Glimepiridum, tabl., 2 mg,30 szt.,05909990744916,252
Amaryl 3,Glimepiridum, tabl., 3 mg,30 szt.,05909990745012,253
Amaryl 4,Glimepiridum, tabl., 4 mg,30 szt.,05909990745111,254
Amertil,Cetirizinum, tabletki powlekane, 10 mg,60 tabl.,05907695215250,255
Amertil,Cetirizine dihydrochloride, tabl. powl., 10 mg,20 szt.,05909990410729,256
Amertil,Cetirizine dihydrochloride, tabl. powl., 10 mg,30 szt.,05909990410736,257
Amgevita,Adalimumabum, roztwór do wstrzykiwañ, 20 mg,1 amp.-strzyk. 0;4 ml,08715131019761,258
Amgevita,Adalimumabum, roztwór do wstrzykiwañ, 40 mg,2 amp.-strzyk. 0;8 ml,08715131019808,259
Amipryd,Amisulpridum, tabl., 100 mg,30 szt.,05909991412876,260
Amipryd,Amisulpridum, tabl., 200 mg,30 szt.,05909991412883,261
Amipryd,Amisulpridum, tabl., 400 mg,30 szt.,05909991412906,262
Amisan,Amisulpridum, tabl., 200 mg,30 szt.,05909990762965,263
Amisan,Amisulpridum, tabl. powl., 400 mg,30 szt.,05909990762996,264
Amisan ,Amisulpridum, tabl., 50 mg,60 szt.,05909990762880,265
Amisan ,Amisulpridum, tabl., 200 mg,60 szt.,05909990762972,266
Amizepin,Carbamazepinum, tabl., 200 mg,50 szt.,05909990043910,267
Amlessa,tert-Butylamini perindoprilum + Amlodipinum, tabl., 4+5 mg,30 szt.,05909990908134,268
Amlessa,Perindoprilum + Amlodipinum, tabl., 4+5 mg,90 tabl.,05909990908158,269
Amlessa,tert-Butylamini perindoprilum + Amlodipinum, tabl., 4+10 mg,30 szt.,05909990908165,270
Amlessa,Perindoprilum + Amlodipinum, tabl., 4+10 mg,90 tabl.,05909990908189,271
Amlessa,tert-Butylamini perindoprilum + Amlodipinum, tabl., 8+5 mg,30 szt.,05909990908196,272
Amlessa,Perindoprilum + Amlodipinum, tabl., 8+5 mg,90 tabl.,05909990908233,273
Amlessa,tert-Butylamini perindoprilum + Amlodipinum, tabl., 8+10 mg,30 szt.,05909990908240,274
Amlessa,Perindoprilum + Amlodipinum, tabl., 8+10 mg,90 tabl.,05909990908264,275
Amlodipine Aurobindo,Amlodipinum, tabl., 5 mg,30 szt.,05909990954254,276
Amlodipine Aurobindo,Amlodipinum, tabl., 10 mg,30 szt.,05909990955008,277
Amlodipine Bluefish,Amlodipinum, tabl., 5 mg,30 szt.,05909990800469,278
Amlodipine Bluefish,Amlodipinum, tabl., 10 mg,30 szt.,05909990800551,279
Amlodipine Orion,Amlodipinum, tabl., 5 mg,30 szt.,05909991392062,280
Amlodipine Orion,Amlodipinum, tabl., 10 mg,30 szt.,05909991392079,281
Amlomyl,Amlodipinum, tabl., 5 mg,30 szt.,05909990842476,282
Amlomyl,Amlodipinum, tabl., 10 mg,30 szt.,05909990842698,283
Amlopin 10 mg,Amlodipinum, tabl., 10 mg,30 szt.,05909990048977,284
Amlopin 10 mg,Amlodipinum, tabl., 10 mg,28 szt.,05909991312343,285
Amlopin 10 mg,Amlodipinum, tabl., 10 mg,28 szt.,05909991361020,286
Amlopin 10 mg,Amlodipinum, tabl., 10 mg,30 szt.,05909991464462,287
Amlopin 5 mg,Amlodipinum, tabl., 5 mg,30 szt.,05909990048939,288
Amlopin 5 mg,Amlodipinum, tabl., 5 mg,28 szt.,05909991312244,289
Amlopin 5 mg,Amlodipinum, tabl., 5 mg,28 szt.,05909991361013,290
Amlozek,Amlodipinum, tabl., 5 mg,30 szt.,05909990799718,291
Amlozek,Amlodipinum, tabl., 10 mg,30 szt.,05909990799817,292
Amoksiklav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05902023777837,293
Amoksiklav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 500+125 mg,14 szt.,05909990081912,294
Amoksiklav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05909990411115,295
Amoksiklav,Amoxicillinum + Acidum clavulanicum, proszek do sporz¹dzania zawiesiny doustnej, 400+57 mg/5 ml,35 ml (8;75 g),05909990894819,296
Amoksiklav,Amoxicillinum + Acidum clavulanicum, proszek do sporz¹dzania zawiesiny doustnej, 400+57 mg/5 ml,70 ml (17;5 g),05909990894826,297
Amoksiklav,Amoxicillinum + Acidum clavulanicum, proszek do sporz¹dzania zawiesiny doustnej, 400+57 mg/5 ml,140 ml (35 g),05909990894833,298
Amoksiklav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,20 szt.,05909991012960,299
Amoksiklav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05909991243319,300
Amoksiklav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05909991250324,301
Amoksiklav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05909991322939,302
Amoksiklav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,20 szt.,05909991417871,303
Amoksiklav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,20 szt.,05909991449544,304
Amoksiklav ES,Amoxicillinum + Acidum clavulanicum, proszek do sporz¹dzania zawiesiny doustnej, 600+42.9 mg/5 ml,1 but. a 100 ml,07613421046934,305
Amoksiklav ES,Amoxicillinum + Acidum clavulanicum, proszek do sporz¹dzania zawiesiny doustnej, 600+42.9 mg/5 ml,1 but a 50 ml,07613421046941,306
Amoksiklav QUICKTAB 1000 mg,Amoxicillinum + Acidum clavulanicum, tabl. do sporz¹dzania zawiesiny doustnej/tabl. ulegaj¹ce rozpadowi w jamie ustnej, 875+125 mg,14 szt.,05909990649747,307
Amoksiklav QUICKTAB 625 mg,Amoxicillinum + Acidum clavulanicum, tabl. do sporz¹dzania zawiesiny doustnej/tabl. ulegaj¹ce rozpadowi w jamie ustnej, 500+125 mg,14 szt.,05909990646906,308
Amotaks,Amoxicillinum, tabl., 1 g,16 szt.,05909990691319,309
Amotaks,Amoxicillinum, kaps. twarde, 500 mg,16 szt.,05909990691517,310
Amotaks,Amoxicillinum, granulat do sporz¹dzania zawiesiny doustnej, 500 mg/5 ml,60 ml,05909990794379,311
Amotaks,Amoxicillinum, kaps. twarde, 500 mg,20 szt.,05909991089108,312
Amotaks,Amoxicillinum, tabl., 1 g,20 szt.,05909991089153,313
Amotaks,Amoxicillinum, granulat do sporz¹dzania zawiesiny doustnej, 500 mg/5 ml,1 but.po 100 ml,05909991298258,314
Amotaks DIS,Amoxicillinum, tabl., 500 mg,16 szt.,05909991043520,315
Amotaks DIS,Amoxicillinum, tabl., 750 mg,16 szt.,05909991043629,316
Amotaks DIS,Amoxicillinum, tabl., 1 g,16 szt.,05909991043728,317
Amotaks Dis,Amoxicillinum, tabl., 500 mg,20 szt.,05909991089122,318
Amotaks Dis,Amoxicillinum, tabl., 750 mg,20 szt.,05909991089139,319
Amotaks Dis,Amoxicillinum, tabl., 1 g,20 szt.,05909991089146,320
Amoxicillin + Clavulanic Acid Aurovitas,Amoxicillinum trihydricum + Kalii clavulonas, tabl. powl., 875+125 mg,14 szt.,05909991395759,321
Amoxicillin Aurovitas,Amoxicillinum, tabl. do sporz. zaw. doustnej, 750 mg,16 szt.,05909991373061,322
Amoxicillin Aurovitas,Amoxicillinum, tabl. do sporz. zaw. doustnej, 1000 mg,16 szt.,05909991373139,323
Ampril 10 mg tabletki,Ramiprilum, tabl., 10 mg,30 szt.,05909990571468,324
Ampril 10 mg tabletki,Ramiprilum, tabl., 10 mg,60 szt.,05909990571475,325
Ampril 10 mg tabletki,Ramiprilum, tabletki, 10 mg,30 szt.,05909991308971,326
Ampril 10 mg tabletki,Ramiprilum, tabl., 10 mg,30 szt.,05909991340766,327
Ampril 5 mg tabletki,Ramiprilum, tabl., 5 mg,30 szt.,05909990571499,328
Ampril 5 mg tabletki,Ramiprilum, tabl., 5 mg,60 szt.,05909990571505,329
Ampril HD,Ramiprilum + Hydrochlorothiazidum, tabl., 5+25 mg,30 szt.,05909990573233,330
Ampril HL,Ramiprilum + Hydrochlorothiazidum, tabl.; 2,5+12.5 mg,30 szt.,05909990573226,331
Amylan,Amoxicillinum + Acidum clavulanicum, tabl. powl., 500+125 mg,14 szt.,05909991284220,332
Amylan,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05909991284237,333
Anafranil,Clomipramini hydrochloridum, tabl. powl., 10 mg,30 szt.,05909990294916,334
Anafranil,Clomipramini hydrochloridum, tabl. powl., 25 mg,30 szt.,05909990295012,335
Anafranil SR 75,Clomipramini hydrochloridum, tabl. powl. o przed³u¿onym uwalnianiu, 75 mg,20 szt.,05909990295111,336
Anagrelid Aurovitas,Anagrelidum, kapsu³ki twarde, 0.5 mg,100 szt.,05909991386436,337
Anagrelide Accord,Anagrelidum, kaps. twarde, 0.5 mg,100 szt.,05909991359850,338
Anagrelide Accord,Anagrelidum, kaps. twarde, 1 mg,100 szt.,05909991359867,339
Anagrelide Bluefish,Anagrelidum, kapsu³ki twarde, 0.5 mg,100 szt.,05909991422929,340
Anagrelide Glenmark,Anagrelidum, kapsu³ki twarde, 0.5 mg,100 szt.,05902020241652,341
Anagrelide Ranbaxy,Anagrelidum, kapsu³ki twarde, 0.5 mg,100 szt.,05909991362140,342
Anagrelide Stada,Anagrelidum, kaps. twarde, 0.5 mg,100 szt.,05909991355135,343
Anagrelide Vipharm,Anagrelidum, kaps. twarde, 0.5 mg,100 szt.,05909991354480,344
Anagrelide Vipharm,Anagrelidum, kaps. twarde, 1 mg,100 szt.,05909991354503,345
Anapran,Naproxenum natricum, tabl. powl., 275 mg,20 szt.,05909990615438,346
Anapran,Naproxenum natricum, tabl. powl., 550 mg,20 szt.,05909990624515,347
Anapran,Naproxenum, tabl. powl., 275 mg,60 szt.,05909990948536,348
Anapran,Naproxenum, tabl. powl., 550 mg,60 szt.,05909990948543,349
Anapran EC,Naproxenum, tabl. dojel., 250 mg,60 szt.,05909991054991,350
Anapran EC,Naproxenum, tabl. dojel., 500 mg,60 szt.,05909991055066,351
Anastrozol Bluefish,Anastrozolum, tabl. powl., 1 mg,28 szt.,05909990802432,352
Anastrozol Teva,Anastrozolum, tabl. powl., 1 mg,28 szt.,05909990082162,353
Anastrozol Teva,Anastrozolum, tabl. powl., 1 mg,28 szt.,05909991324315,354
Andepin,Fluoxetinum, kaps. twarde, 20 mg,30 szt.,05909991065515,355
Androcur,Cyproteroni acetas, tabl., 50 mg,20 szt.,05909990657476,356
Androcur,Cyproteroni acetas, tabl., 50 mg,50 szt.,05909990657483,357
Androster,Finasteridum, tabl. powl., 5 mg,30 szt.,05909990055470,358
Androster,Finasteridum, tabl. powl., 5 mg,90 szt.,05909990906154,359
Anesteloc,Pantoprazolum, tabl. dojel., 20 mg,28 szt.,05909990621026,360
Anesteloc 40 mg,Pantoprazolum, tabl. dojel., 40 mg,28 szt.,05909990621040,361
Angeliq,Estradiolum + Drospirenonum, tabl. powl., 1+2 mg,28 szt.,05909990221073,362
Anoro Ellipta,Umeclidinii bromidum + Vilanterolum, proszek do inhalacji; podzielony, 55+22 µg,1 inhalator po 30 dawek,05909991108984,363
Antiprost,Finasteridum, tabl. powl., 5 mg,30 szt.,05909990067770,364
Anzorin,Olanzapinum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 5 mg,28 szt.,05909990806751,365
Anzorin,Olanzapinum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 10 mg,28 szt.,05909990806799,366
Anzorin,Olanzapinum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 15 mg,28 szt.,05909990806843,367
Anzorin,Olanzapinum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 20 mg,28 szt.,05909990806881,368
Aparxon PR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 2 mg,28 szt.,05909990877683,369
Aparxon PR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 4 mg,28 szt.,05909990878000,370
Aparxon PR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 8 mg,28 szt.,05909990878086,371
Apiclar,Clarithromycinum, tabl. powl., 250 mg,14 szt.,05909991311230,372
Apiclar,Clarithromycinum, tabl. powl., 500 mg,14 szt.,05909991311285,373
Apidra,Insulinum glulisinum, roztwór do wstrzykiwañ, 100 j./ml,1 fiol.po 10 ml,05909990008483,374
Apidra,Insulinum glulisinum, roztwór do wstrzykiwañ, 100 j./ml,5 wk³.po 3 ml,05909990008575,375
Apidra,Insulinum glulisinum, roztwór do wstrzykiwañ, 100 j.m./ml,5 wstrz. SoloStar po 3 ml,05909990617197,376
Apiprax,Aripiprazolum, tabletki, 15 mg,28 szt.,05909991279691,377
ApoAmlo,Amlodipini besilas, tabl., 5 mg,30 szt.,05909991322816,378
ApoAmlo,Amlodipini besilas, tabl., 10 mg,30 szt.,05909991322885,379
Apo-Atorva,Atorvastatinum, tabl. powl., 10 mg,30 szt.,05909990787586,380
Apo-Atorva,Atorvastatinum, tabl. powl., 20 mg,30 szt.,05909990787609,381
Apo-Atorva,Atorvastatinum, tabl. powl., 40 mg,30 szt.,05909990787647,382
Apo-Atorva,Atorvastatinum calcicum trihydricum, tabl. powl., 30 mg,30 szt.,05909991403911,383
Apo-Atorva,Atorvastatinum calcicum trihydricum, tabl. powl., 30 mg,60 szt.,05909991403935,384
Apo-Atorva,Atorvastatinum calcicum trihydricum, tabl. powl., 60 mg,30 szt.,05909991403997,385
Apo-Doperil,Donepezilum, tabl. powl., 10 mg,98 szt.,05902020661474,386
Apo-Doperil,Donepezili hydrochloridum, tabl. powl., 5 mg,28 szt.,05909990770038,387
Apo-Doperil,Donepezilum, tabl. powl., 10 mg,28 szt.,05909990770045,388
Apo-Doxan 1,Doxazosinum, tabl., 1 mg,30 szt.,05909990969517,389
Apo-Doxan 2,Doxazosinum, tabl., 2 mg,30 szt.,05909990969616,390
Apo-Doxan 4,Doxazosinum, tabl., 4 mg,30 szt.,05909990969715,391
Apo-Doxan 4,Doxazosinum, tabl., 4 mg,60 szt.,05909991271367,392
Apo-Feno 200 M,Fenofibratum, kaps. twarde, 200 mg,30 szt.,05909990909414,393
Apo-Fina,Finasteridum, tabl. powl., 5 mg,30 szt.,05909990048670,394
Apo-Fina,Finasteridum, tabl. powl., 5 mg,90 szt.,05909990938797,395
Apo-Flutam,Flutamidum, tabl. powl., 250 mg,30 szt.,05909990941612,396
Apo-Flutam,Flutamidum, tabl. powl., 250 mg,90 szt.,05909990941629,397
Apo-Napro,Naproxenum, tabl., 250 mg,30 szt.,05909990661404,398
Apo-Napro,Naproxenum, tabl., 250 mg,90 szt.,05909990661435,399
Apo-Napro,Naproxenum, tabl., 500 mg,30 szt.,05909990661442,400
Apo-Nastrol,Anastrozolum, tabl. powl., 1 mg,28 szt.,05909990802050,401
Apo-Rami,Ramiprilum, tabl., 2.5 mg,28 szt.,05909990653355,402
Apo-Rami,Ramiprilum, tabl., 5 mg,28 szt.,05909990653362,403
Apo-Rami,Ramiprilum, tabl., 10 mg,28 szt.,05909990653379,404
ApoRopin,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 2 mg,28 szt.,05909990992607,405
ApoRopin,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 4 mg,28 szt.,05909990992683,406
ApoRopin,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 8 mg,28 szt.,05909990992775,407
ApoSerta,Sertralinum, tabl. powl., 50 mg,30 tabl.,05909991355654,408
ApoSerta,Sertralinum, tabl. powl., 100 mg,30 tabl.,05909991355739,409
Apo-Simva 10,Simvastatinum, tabl. powl., 10 mg,30 szt.,05909990618279,410
Apo-Simva 20,Simvastatinum, tabl. powl., 20 mg,30 szt.,05909990618286,411
Apo-Simva 40,Simvastatinum, tabl. powl., 40 mg,30 szt.,05909990618293,412
ApoSuprid,Amisulpridum, tabl., 200 mg,30 szt.,05909991348557,413
ApoSuprid,Amisulpridum, tabl. powl., 400 mg,30 szt.,05909991348649,414
Apo-Tamis,Tamsulosini hydrochloridum, kaps. o przed³u¿onym uwalnianiu; twarde, 0.4 mg,30 szt.,05909990045006,415
Apo-Tamis,Tamsulosini hydrochloridum, kaps. o przed³u¿onym uwalnianiu; twarde, 0.4 mg,90 szt.,05909990900794,416
ApoTiapina,Quetiapinum, tabl. powl., 25 mg,30 tabl.,05909990897780,417
ApoTiapina,Quetiapinum, tabl. powl., 100 mg,60 tabl.,05909990910762,418
ApoTiapina,Quetiapinum, tabl. powl., 200 mg,60 tabl.,05909990910779,419
Apra,Aripiprazolum, tabl., 10 mg,28 szt.,05906414001068,420
Apra,Aripiprazolum, tabl., 15 mg,28 szt.,05906414001075,421
Apra,Aripiprazolum, tabl., 30 mg,28 szt.,05906414001082,422
Apra,Aripiprazolum, tabl., 10 mg,56 szt.,05906414001730,423
Apra,Aripiprazolum, tabl., 10 mg,84 szt.,05906414001747,424
Apra,Aripiprazolum, tabl., 15 mg,56 szt.,05906414001754,425
Apra,Aripiprazolum, tabl., 15 mg,84 szt.,05906414001761,426
Apra-swift,Aripiprazolum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 10 mg,28 szt.,05906414001020,427
Apra-swift,Aripiprazolum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 15 mg,28 szt.,05906414001037,428
Apra-swift,Aripiprazolum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 30 mg,28 szt.,05906414001044,429
Apra-swift,Aripiprazolum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 10 mg,56 szt.,05906414001648,430
Apra-swift,Aripiprazolum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 10 mg,84 szt.,05906414001655,431
Apra-swift,Aripiprazolum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 15 mg,56 szt.,05906414001662,432
Apra-swift,Aripiprazolum, tabl. ulegaj¹ce rozpadowi w jamie ustnej, 15 mg,84 szt.,05906414001679,433
Aprepitant Accord,Aprepitantum, kaps. twarde, 125 mg; 80 mg,3 kaps. (1 kaps. 125 mg + 2 kaps. 80 mg),05909991400576,434
Aprepitant Mylan,Aprepitantum, kaps. twarde, 125 mg; 80 mg,3 kaps. (1 kaps. 125 mg + 2 kaps. 80 mg),05909991352547,435
Aprepitant Sandoz,Aprepitantum, kaps. twarde, 125 mg; 80 mg,3 kaps. (1 kaps. 125 mg + 2 kaps. 80 mg),05909991360818,436
Aprepitant Stada,Aprepitantum, kaps. twarde, 125 mg; 80 mg,3 kaps. (1 kaps. 125 mg + 2 kaps. 80 mg),05909991412715,437
Aprepitant Teva,Aprepitantum, kaps. twarde, 125 mg; 80 mg,3 kaps. (1 kaps. 125 mg + 2 kaps. 80 mg),05909991383169,438
Aquacel Ag - opatrunek hydrofiber ze srebrem,Emplastri antimicrobiotica, p³ytki z w³ókien karboksymetylocelulozy sodowej z dodatkiem srebra, 2x45 cm?,1 szt.,0768455145614,439
Aquacel Ag Foam nieprzylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra 10x10 cm,Emplastri antimicrobiotica, opatrunek, 100 cm?,1 szt.,0768455123889,440
Aquacel Ag Foam nieprzylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra 15x15 cm,Emplastri antimicrobiotica, opatrunek, 225 cm?,1 szt.,0768455123896,441
Aquacel Ag Foam nieprzylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra 15x20 cm,Emplastri antimicrobiotica, opatrunek, 300 cm?,1 szt.,0768455129164,442
Aquacel Ag Foam nieprzylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra 20x20 cm,Emplastri antimicrobiotica, opatrunek, 400 cm?,1 szt.,0768455123902,443
Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra 10x10 cm,Emplastri antimicrobiotica, opatrunek, 100 cm?,1 szt.,0768455127153,444
Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra 12.5x12.5 cm,Emplastri antimicrobiotica, opatrunek, 156.25 cm?,1 szt.,0768455123773,445
Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra 17.5x17.5 cm,Emplastri antimicrobiotica, opatrunek, 306.25 cm?,1 szt.,0768455123780,446
Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra 19.8x14 cm,Emplastri antimicrobiotica, opatrunek, 277.2 cm?,1 szt.,0768455123803,447
Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra 20x16.9 cm,Emplastri antimicrobiotica, opatrunek, 338 cm?,1 szt.,0768455123810,448
