identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
05909990623112,Osteoporoza,,30%,3.02,161
05909990623112,,,,,161
05909990737673,Osteoporoza,,30%,2.64,162
05909990737673,,,,,162
05909990675302,Osteoporoza,,30%,2.81,163
05909990675302,,,,,163
05909990910793,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,atopowe zapalenie skóry; alergia pokarmowa - u pacjentów powy¿ej 6 miesi¹ca ¿ycia; reakcja anafilaktyczna objawiaj¹ca siê pokrzywk¹ lub obrzêkiem naczynioruchowym Quinckego - u pacjentów powy¿ej 6 miesi¹ca ¿ycia,30%,5.82,164
05909990181216,,,bezp³atny,0,165
05909990181223,,,bezp³atny,0,166
05909990624935,,,bezp³atny,0,167
05909990640188,,,bezp³atny,0,168
05909990746576,Przerost gruczo³u krokowego,,rycza³t,4.27,169
05909990746576,,,,,169
05909991291945,Przerost gruczo³u krokowego,,rycza³t,4.27,170
05909991291945,,,,,170
05909990619580,Przerost gruczo³u krokowego,,rycza³t,4.27,171
05909990619580,,,,,171
05909990283514,Nowotwory z³oœliwe,,bezp³atny do limitu,0,172
05909990283514,,,bezp³atny,0,172
05909990569441,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,atopowe zapalenie skóry; alergia pokarmowa - u pacjentów powy¿ej 6 miesi¹ca ¿ycia; reakcja anafilaktyczna objawiaj¹ca siê pokrzywk¹ lub obrzêkiem naczynioruchowym Quinckego - u pacjentów powy¿ej 6 miesi¹ca ¿ycia,30%,5.81,173
05909990851119,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,atopowe zapalenie skóry; alergia pokarmowa - u pacjentów powy¿ej 6 miesi¹ca ¿ycia; reakcja anafilaktyczna objawiaj¹ca siê pokrzywk¹ lub obrzêkiem naczynioruchowym Quinckego - u pacjentów powy¿ej 6 miesi¹ca ¿ycia,30%,6.93,174
05909991103811,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,atopowe zapalenie skóry; alergia pokarmowa - u pacjentów powy¿ej 6 miesi¹ca ¿ycia; reakcja anafilaktyczna objawiaj¹ca siê pokrzywk¹ lub obrzêkiem naczynioruchowym Quinckego - u pacjentów powy¿ej 6 miesi¹ca ¿ycia,30%,3.58,175
05909991103835,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,atopowe zapalenie skóry; alergia pokarmowa - u pacjentów powy¿ej 6 miesi¹ca ¿ycia; reakcja anafilaktyczna objawiaj¹ca siê pokrzywk¹ lub obrzêkiem naczynioruchowym Quinckego - u pacjentów powy¿ej 6 miesi¹ca ¿ycia,30%,5.01,176
5000223415587,Przewlek³e owrzodzenia,,30%,6.86,177
5000223415587,Epidermolysis bullosa,,bezp³atny do limitu,5.88,177
5000223415594,Przewlek³e owrzodzenia,,30%,13.32,178
5000223415594,Epidermolysis bullosa,,bezp³atny do limitu,11.4,178
5000223416799,Przewlek³e owrzodzenia,,30%,19.7,179
5000223416799,Epidermolysis bullosa,,bezp³atny do limitu,16.53,179
5000223461621,Przewlek³e owrzodzenia,,30%,5.44,180
5000223461621,Epidermolysis bullosa,,bezp³atny do limitu,3.01,180
5000223461652,Przewlek³e owrzodzenia,,30%,5.73,181
5000223461652,Epidermolysis bullosa,,bezp³atny do limitu,1.41,181
5000223462222,Przewlek³e owrzodzenia,,30%,6.66,182
5000223462222,Epidermolysis bullosa,,bezp³atny do limitu,0,182
5000223461928,Przewlek³e owrzodzenia,,30%,16.75,183
5000223461928,Epidermolysis bullosa,,bezp³atny do limitu,10.63,183
5000223461805,Przewlek³e owrzodzenia,,30%,18.26,184
5000223461805,Epidermolysis bullosa,,bezp³atny do limitu,8.54,184
5000223461836,Przewlek³e owrzodzenia,,30%,16.98,185
5000223461836,Epidermolysis bullosa,,bezp³atny do limitu,0,185
5000223462314,Przewlek³e owrzodzenia,,30%,5.62,186
5000223462314,Epidermolysis bullosa,,bezp³atny do limitu,1.3,186
5000223461867,Przewlek³e owrzodzenia,,30%,12.49,187
5000223461867,Epidermolysis bullosa,,bezp³atny do limitu,0,187
5000223461898,Przewlek³e owrzodzenia,,30%,19.05,188
5000223461898,Epidermolysis bullosa,,bezp³atny do limitu,0,188
5000223463908,Przewlek³e owrzodzenia,,30%,3.19,189
5000223463908,Epidermolysis bullosa,,bezp³atny do limitu,0,189
5000223476182,Przewlek³e owrzodzenia,,30%,6.07,190
5000223476182,Epidermolysis bullosa,,bezp³atny do limitu,0,190
5000223463960,Przewlek³e owrzodzenia,,30%,4.75,191
5000223463960,Epidermolysis bullosa,,bezp³atny do limitu,0,191
5000223463991,Przewlek³e owrzodzenia,,30%,8.89,192
5000223463991,Epidermolysis bullosa,,bezp³atny do limitu,0,192
5000223463878,Przewlek³e owrzodzenia,,30%,1.97,193
5000223463878,Epidermolysis bullosa,,bezp³atny do limitu,0,193
5000223465230,Przewlek³e owrzodzenia,,30%,13.31,194
5000223465230,Epidermolysis bullosa,,bezp³atny do limitu,0,194
5000223475499,Przewlek³e owrzodzenia,,30%,3.19,195
5000223475499,Epidermolysis bullosa,,bezp³atny do limitu,0,195
5000223475581,Przewlek³e owrzodzenia,,30%,6.86,196
5000223475581,Epidermolysis bullosa,,bezp³atny do limitu,0,196
5000223475611,Przewlek³e owrzodzenia,,30%,2.18,197
5000223475611,Epidermolysis bullosa,,bezp³atny do limitu,0,197
5000223476885,Przewlek³e owrzodzenia,,30%,4.92,198
5000223476885,Epidermolysis bullosa,,bezp³atny do limitu,0,198
5000223476502,Przewlek³e owrzodzenia,,30%,6.69,199
5000223476502,Epidermolysis bullosa,,bezp³atny do limitu,0,199
5000223426705,Przewlek³e owrzodzenia,,30%,8.49,200
5000223426705,Epidermolysis bullosa,,bezp³atny do limitu,7.6,200
5000223477981,Przewlek³e owrzodzenia,,30%,4.88,201
5000223477981,Epidermolysis bullosa,,bezp³atny do limitu,1.12,201
5000223478018,Przewlek³e owrzodzenia,,30%,6.8,202
5000223478018,Epidermolysis bullosa,,bezp³atny do limitu,0.9,202
5000223478049,Przewlek³e owrzodzenia,,30%,9.13,203
5000223478049,Epidermolysis bullosa,,bezp³atny do limitu,0.6,203
5000223478070,Przewlek³e owrzodzenia,,30%,15.44,204
5000223482503,Przewlek³e owrzodzenia,,30%,20.13,205
5000223481421,Przewlek³e owrzodzenia,,30%,9.12,206
5000223481452,Przewlek³e owrzodzenia,,30%,14.32,207
5000223415846,Przewlek³e owrzodzenia,,30%,3.81,208
5000223415846,Epidermolysis bullosa,,bezp³atny do limitu,3.18,208
5000223416775,Przewlek³e owrzodzenia,,30%,7.06,209
5000223416775,Epidermolysis bullosa,,bezp³atny do limitu,5.81,209
5000223415853,Przewlek³e owrzodzenia,,30%,15.01,210
5000223415853,Epidermolysis bullosa,,bezp³atny do limitu,12.51,210
5000223426736,Przewlek³e owrzodzenia,,30%,20.83,211
5000223426736,Epidermolysis bullosa,,bezp³atny do limitu,17.8,211
05909990109418,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,3.2,212
05909991316228,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,3.2,213
05909991067977,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,2.83,214
05909991067977,,,,,214
05909991067991,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,4.37,215
05909991067991,,,,,215
05909991068073,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,5.11,216
05909991068073,,,,,216
05909991068097,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,7.96,217
05909991068097,,,,,217
05909991105655,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,8.32,218
05909991105655,,,,,218
05909991105679,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,15.74,219
05909991105679,,,,,219
05909991105693,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,22.77,220
05909991105693,,,,,220
05909991105723,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,8.32,221
05909991105723,,,,,221
05909991105747,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,15.74,222
05909991105747,,,,,222
05909991105761,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,22.77,223
05909991105761,,,,,223
05909991105785,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,15.74,224
05909991105785,,,,,224
05909991105853,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,15.74,225
05909991105853,,,,,225
05909990865024,Jaskra,,rycza³t,3.2,226
05909990865024,,,,,226
07350031441659,,,bezp³atny,0,227
07350031441666,,,bezp³atny,0,228
07350031441673,,,bezp³atny,0,229
07350031441680,,,bezp³atny,0,230
07350031441697,,,bezp³atny,0,231
07038319119956,,,bezp³atny,0,232
07038319119963,,,bezp³atny,0,233
07038319119970,,,bezp³atny,0,234
07038319119987,,,bezp³atny,0,235
05909990047895,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,7.55,236
05909990047895,,,,,236
05909990047901,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,5.02,237
05909990047901,,,,,237
05909990047956,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,12.9,238
05909990047956,,,,,238
05909991197728,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,13.16,239
05909991197728,,,,,239
05909991197735,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,25.08,240
05909991197735,,,,,240
05909991383886,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,10.87,241
05909991383886,,,,,241
05909991383978,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,4.95,242
05909991383978,,,,,242
05909991394318,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,4.97,243
05909991394318,,,,,243
05909991394400,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,9.24,244
05909991394400,,,,,244
05909990212064,Astma; Przewlek³a obturacyjna choroba p³uc; Eozynofilowe zapalenie oskrzeli,,rycza³t,12.8,245
05909990212064,,,,,245
05909990212064,,,,,245
05909990218530,Astma; Przewlek³a obturacyjna choroba p³uc; Eozynofilowe zapalenie oskrzeli,,rycza³t,9.88,246
05909990218530,,,,,246
05909990218530,,,,,246
05909990212057,Astma; Przewlek³a obturacyjna choroba p³uc; Eozynofilowe zapalenie oskrzeli,,rycza³t,30.29,247
05909990212057,,,,,247
05909990212057,,,,,247
05909990218523,Astma; Przewlek³a obturacyjna choroba p³uc; Eozynofilowe zapalenie oskrzeli,,rycza³t,17.02,248
05909990218523,,,,,248
05909990218523,,,,,248
08436596260030,,,bezp³atny,0,249
08436596260030,,,bezp³atny,0,249
08436596260047,,,bezp³atny,0,250
05909990744817,Cukrzyca,,rycza³t,5.01,251
05909990744817,,,,,251
05909990744916,Cukrzyca,,rycza³t,5.5,252
05909990744916,,,,,252
05909990745012,Cukrzyca,,rycza³t,9.14,253
05909990745012,,,,,253
05909990745111,Cukrzyca,,rycza³t,6.4,254
05909990745111,,,,,254
05907695215250,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,atopowe zapalenie skóry; alergia pokarmowa - u pacjentów powy¿ej 6 miesi¹ca ¿ycia; reakcja anafilaktyczna objawiaj¹ca siê pokrzywk¹ lub obrzêkiem naczynioruchowym Quinckego - u pacjentów powy¿ej 6 miesi¹ca ¿ycia,30%,7.84,255
05909990410729,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,atopowe zapalenie skóry; alergia pokarmowa - u pacjentów powy¿ej 6 miesi¹ca ¿ycia; reakcja anafilaktyczna objawiaj¹ca siê pokrzywk¹ lub obrzêkiem naczynioruchowym Quinckego - u pacjentów powy¿ej 6 miesi¹ca ¿ycia,30%,3.3,256
05909990410736,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,atopowe zapalenie skóry; alergia pokarmowa - u pacjentów powy¿ej 6 miesi¹ca ¿ycia; reakcja anafilaktyczna objawiaj¹ca siê pokrzywk¹ lub obrzêkiem naczynioruchowym Quinckego - u pacjentów powy¿ej 6 miesi¹ca ¿ycia,30%,5,257
08715131019761,,,bezp³atny,0,258
08715131019808,,,bezp³atny,0,259
05909991412876,Schizofrenia,,rycza³t,5.98,260
05909991412883,Schizofrenia,,rycza³t,5.78,261
05909991412906,Schizofrenia,,rycza³t,3.2,262
05909990762965,Schizofrenia,,rycza³t,3.2,263
05909990762996,Schizofrenia,,rycza³t,3.2,264
05909990762880,Schizofrenia,,rycza³t,6.3,265
05909990762972,Schizofrenia,,rycza³t,3.3,266
05909990043910,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,<1>stan po epizodzie padaczkowym indukowanym przerzutami w obrêbie oœrodkowego uk³adu nerwowego; napady padaczkowe w bezobjawowych przerzutach do kory ruchowej mózgu -profilaktyka; ból u chorych z rozpoznaniem nowotworu - leczenie wspomagaj¹ce; <2>neuralgia w przypadkach innych ni¿ okreœlone w ChPL; ból neuropatyczny w przypadkach innych ni¿ okreœlone w ChPL,rycza³t,7.17,267
05909990043910,Choroby psychiczne lub upoœledzenia umys³owe,,bezp³atny do limitu,3.97,267
05909990043910,,,,,267
05909990908134,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,12.3,268
05909990908134,,,,,268
05909990908158,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,35.03,269
05909990908158,,,,,269
05909990908165,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,12.3,270
05909990908165,,,,,270
05909990908189,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,35.03,271
05909990908189,,,,,271
05909990908196,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,24.32,272
05909990908196,,,,,272
05909990908233,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,68.23,273
05909990908233,,,,,273
05909990908240,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,24.32,274
05909990908240,,,,,274
05909990908264,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,68.23,275
05909990908264,,,,,275
05909990954254,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,1.56,276
05909990954254,,,,,276
05909990955008,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.91,277
05909990955008,,,,,277
05909990800469,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,1.56,278
05909990800469,,,,,278
05909990800551,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,2.96,279
05909990800551,,,,,279
05909991392062,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,1.63,280
05909991392062,,,,,280
05909991392079,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,3.09,281
05909991392079,,,,,281
05909990842476,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,1.84,282
05909990842476,,,,,282
05909990842698,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,3.24,283
05909990842698,,,,,283
05909990048977,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,6.76,284
05909990048977,,,,,284
05909991312343,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,2.95,285
05909991312343,,,,,285
05909991361020,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,2.95,286
05909991361020,,,,,286
05909991464462,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,4.09,287
05909991464462,,,,,287
05909990048939,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,3.63,288
05909990048939,,,,,288
05909991312244,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,1.82,289
05909991312244,,,,,289
05909991361013,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,1.85,290
05909991361013,,,,,290
05909990799718,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,8.3,291
05909990799718,,,,,291
05909990799817,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,objaw Raynauda zwi¹zany z twardzin¹ uk³adow¹ - leczenie pierwszoliniowe,30%,9.46,292
05909990799817,,,,,292
05902023777837,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia u pacjentów z niedoborami odpornoœci - profilaktyka,50%,12.75,293
05909990081912,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia u pacjentów z niedoborami odpornoœci - profilaktyka,50%,10.02,294
05909990411115,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia u pacjentów z niedoborami odpornoœci - profilaktyka,50%,16.34,295
05909990894819,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia u pacjentów z niedoborami odpornoœci - profilaktyka,50%,7.59,296
05909990894826,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia u pacjentów z niedoborami odpornoœci - profilaktyka,50%,12.95,297
05909990894833,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia u pacjentów z niedoborami odpornoœci - profilaktyka,50%,16.42,298
05909991012960,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia u pacjentów z niedoborami odpornoœci - profilaktyka,50%,21.79,299
05909991243319,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia u pacjentów z niedoborami odpornoœci - profilaktyka,50%,13,300
05909991250324,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia u pacjentów z niedoborami odpornoœci - profilaktyka,50%,12.71,301
05909991322939,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia u pacjentów z niedoborami odpornoœci - profilaktyka,50%,11.92,302
